Id,SalePrice
1461,112634.14744477758
1462,159692.46446417164
1463,186504.19357957973
1464,197055.06946507443
1465,205419.75178574427
1466,170093.47178606855
1467,174849.69486149368
1468,156527.6324124143
1469,212283.89714181854
1470,114897.96429816878
1471,154741.93486600986
1472,97582.24000669249
1473,93381.46571372254
1474,146155.40194479164
1475,106286.29218419116
1476,375837.3118083002
1477,261979.24309663323
1478,311967.2812244138
1479,304017.12173179083
1480,485092.9081127463
1481,309624.8864902786
1482,204371.2200146195
1483,176813.249538891
1484,161544.6427736106
1485,177874.21138779478
1486,188135.5709403866
1487,335338.45404978073
1488,223807.6338765593
1489,203161.15601766438
1490,256157.74210033816
1491,201371.32123457926
1492,102610.8180460887
1493,185980.8651753212
1494,304862.5747439257
1495,288834.3704515051
1496,243676.94701417032
1497,175290.41929210097
1498,175556.15666186673
1499,162541.7677484723
1500,148952.777447925
1501,195720.8708865884
1502,133140.54132116906
1503,356837.02047385054
1504,233157.26868638548
1505,224212.4825441868
1506,192143.53183879593
1507,257654.8928221687
1508,196084.39734568854
1509,154630.40545355206
1510,143530.2208836087
1511,160430.89802755846
1512,175083.9715370476
1513,150656.71832475657
1514,169704.70206304753
1515,207959.4965962954
1516,152640.5297010613
1517,183070.09389318008
1518,121371.05227910857
1519,221192.0153623833
1520,118663.62175286678
1521,134384.2501091374
1522,188328.0720722173
1523,111892.10347805031
1524,123491.0467316734
1525,116257.08229759688
1526,104073.11631783436
1527,102378.99262963855
1528,130262.44056708572
1529,160837.95530560153
1530,211476.2553673465
1531,129397.69542296311
1532,91945.2399733315
1533,166479.42587680978
1534,126774.53364135411
1535,150764.00410486205
1536,92709.45781807794
1537,46293.00308734659
1538,151521.95552357225
1539,206909.08946328066
1540,118956.0388917149
1541,142110.60606400925
1542,165949.77831511313
1543,188034.8479587931
1544,75173.09468933704
1545,119976.49140595044
1546,137887.74399139604
1547,136382.0821361759
1548,150933.39008349576
1549,126390.4058485649
1550,143442.1478204977
1551,103907.43535973309
1552,153064.10864946462
1553,156907.2736051106
1554,113187.18979086608
1555,157773.64252970964
1556,51748.90948435168
1557,140314.62687716883
1558,107194.40272294187
1559,61125.10893143111
1560,116480.73730366366
1561,150605.1451076508
1562,131202.38904746092
1563,128523.36762421337
1564,162350.53024004254
1565,158098.8860326327
1566,227908.01357760705
1567,72325.41307846467
1568,220082.56483399172
1569,136171.9628301086
1570,125589.74631960996
1571,81864.47253012897
1572,150781.73429510428
1573,267927.8919972777
1574,135842.50263976085
1575,232781.7026958337
1576,230673.76966896508
1577,181697.27637191903
1578,158024.71245574357
1579,134063.98495205704
1580,189494.66518235506
1581,152311.36075173033
1582,134032.9144234372
1583,281692.3895572832
1584,219840.14856441194
1585,134096.30286860117
1586,81411.18574373698
1587,103716.05783939271
1588,152427.11950362683
1589,105598.14218539248
1590,122934.56873315824
1591,89811.20585848251
1592,127343.09294996195
1593,128190.81062889751
1594,156167.43369367562
1595,117379.41023468543
1596,230367.67705324406
1597,210298.60802852636
1598,212971.54416335796
1599,193457.42209926705
1600,171464.7230882825
1601,51633.19272445142
1602,128858.08092130681
1603,37032.67546690337
1604,272240.3401240051
1605,224144.32858015885
1606,148608.07492170605
1607,167347.41085734093
1608,199994.90967446385
1609,189945.86272727675
1610,150481.08906126829
1611,127138.8845102297
1612,186705.42084910776
1613,163741.24415284683
1614,136705.65820736226
1615,96156.80457879242
1616,72500.08098155702
1617,84081.4054646119
1618,134528.29578688915
1619,143436.03891748987
1620,189583.46699786524
1621,130166.29047508203
1622,150241.61716861947
1623,254425.83729149014
1624,198255.5313077968
1625,116375.980330941
1626,167484.48642415556
1627,190886.72596977153
1628,275571.65430537733
1629,177083.67190607628
1630,365332.9869961962
1631,253734.8385470516
1632,250688.40112510684
1633,170982.6242400843
1634,180929.30787299963
1635,169413.00501622338
1636,144724.1319919448
1637,200727.9726574326
1638,177657.61410527813
1639,182433.08543985238
1640,235735.10226222896
1641,181303.49544374243
1642,250360.57754709263
1643,218085.4211097779
1644,235763.4106758345
1645,217809.15964313602
1646,155833.07781180012
1647,155485.53656063322
1648,127496.3928034429
1649,125941.45840709558
1650,105489.32331591255
1651,112437.2862937832
1652,98145.17896975958
1653,94249.0640622524
1654,144953.35771247337
1655,121172.60850935077
1656,140777.3523218392
1657,154480.10931796912
1658,145626.6105451294
1659,126761.82200598957
1660,148509.94764139433
1661,440319.7307001057
1662,386214.01845874626
1663,387137.1021664863
1664,533205.6138103297
1665,333742.5832667449
1666,324290.2918602124
1667,377366.1073166615
1668,360589.5411449276
1669,318607.91335284075
1670,363261.25051290216
1671,269430.7404068867
1672,408681.5301472804
1673,290096.05919857335
1674,246147.98799171802
1675,203008.3177807178
1676,206220.03847927216
1677,217028.9992115056
1678,473719.5525107739
1679,388329.65002725867
1680,341909.3004428815
1681,280464.0801574822
1682,320811.44311763695
1683,191456.901140448
1684,168680.4737933911
1685,168615.95524201804
1686,161109.4483246393
1687,161234.30313663287
1688,180482.73347768752
1689,184480.9924702604
1690,187130.5856907841
1691,175789.98839595026
1692,252046.5905054941
1693,169158.46145579024
1694,180532.57621449948
1695,167084.13562350324
1696,263066.94888728054
1697,176080.8358441119
1698,341475.96694212884
1699,333337.95780678315
1700,271827.8929461718
1701,279669.24138723017
1702,236665.76446612645
1703,228577.0390701882
1704,269024.57909164124
1705,240671.9583574608
1706,191756.02387684025
1707,229716.00473899097
1708,202705.7183636392
